"ID";"Nationaliteit";"Perioden";"TotaalAsielverzoekenEnNareizigers_1"
"1637";"NAT9363  ";"1984JJ00";"       ."
"1638";"NAT9363  ";"1985JJ00";"       ."
"1639";"NAT9363  ";"1986JJ00";"       ."
"1640";"NAT9363  ";"1987JJ00";"       ."
"1641";"NAT9363  ";"1988JJ00";"       ."
"1642";"NAT9363  ";"1989JJ00";"       ."
"1643";"NAT9363  ";"1990JJ00";"       ."
"1644";"NAT9363  ";"1991JJ00";"       ."
"1645";"NAT9363  ";"1992JJ00";"       ."
"1646";"NAT9363  ";"1993JJ00";"       ."
"1647";"NAT9363  ";"1994JJ00";"      20"
"1648";"NAT9363  ";"1995JJ00";"      55"
"1649";"NAT9363  ";"1996JJ00";"      65"
"1650";"NAT9363  ";"1997JJ00";"     105"
"1651";"NAT9363  ";"1998JJ00";"      80"
"1652";"NAT9363  ";"1999JJ00";"     100"
"1653";"NAT9363  ";"2000JJ00";"     185"
"1654";"NAT9363  ";"2001JJ00";"     135"
"1655";"NAT9363  ";"2002JJ00";"      45"
"1656";"NAT9363  ";"2003JJ00";"       5"
"1657";"NAT9363  ";"2004JJ00";"      25"
"1658";"NAT9363  ";"2005JJ00";"      20"
"1659";"NAT9363  ";"2006JJ00";"      55"
"1660";"NAT9363  ";"2007JJ00";"       5"
"1661";"NAT9363  ";"2008JJ00";"      20"
"1662";"NAT9363  ";"2009JJ00";"      20"
"1663";"NAT9363  ";"2010JJ00";"      20"
"1664";"NAT9363  ";"2011JJ00";"      20"
"1665";"NAT9363  ";"2012JJ00";"      35"
"1666";"NAT9363  ";"2013JJ00";"      25"
"1667";"NAT9363  ";"2014JJ00";"      20"
"1668";"NAT9363  ";"2015JJ00";"      20"
"1669";"NAT9363  ";"2016JJ00";"      25"
"1670";"NAT9363  ";"2017JJ00";"      15"
"1671";"NAT9363  ";"2018JJ00";"      20"
"1672";"NAT9367  ";"1975JJ00";"       ."
"1673";"NAT9367  ";"1976JJ00";"       ."
"1674";"NAT9367  ";"1977JJ00";"       ."
"1675";"NAT9367  ";"1978JJ00";"       ."
"1676";"NAT9367  ";"1979JJ00";"       ."
"1677";"NAT9367  ";"1980JJ00";"       ."
"1678";"NAT9367  ";"1981JJ00";"       ."
"1679";"NAT9367  ";"1982JJ00";"       ."
"1680";"NAT9367  ";"1983JJ00";"       ."
"1681";"NAT9367  ";"1984JJ00";"       ."
"1682";"NAT9367  ";"1985JJ00";"       ."
"1683";"NAT9367  ";"1986JJ00";"       ."
"1684";"NAT9367  ";"1987JJ00";"       ."
"1685";"NAT9367  ";"1988JJ00";"       ."
"1686";"NAT9367  ";"1989JJ00";"       ."
"1687";"NAT9367  ";"1990JJ00";"       ."
"1688";"NAT9367  ";"1991JJ00";"       ."
"1689";"NAT9367  ";"1992JJ00";"       ."
"1690";"NAT9367  ";"1993JJ00";"       ."
"1691";"NAT9367  ";"1994JJ00";"       ."
"1692";"NAT9367  ";"1995JJ00";"       ."
"1693";"NAT9367  ";"1996JJ00";"       ."
"1694";"NAT9367  ";"1997JJ00";"       ."
"1695";"NAT9367  ";"1998JJ00";"       ."
"1696";"NAT9367  ";"1999JJ00";"       ."
"1697";"NAT9367  ";"2000JJ00";"       ."
"1698";"NAT9367  ";"2001JJ00";"       ."
"1699";"NAT9367  ";"2002JJ00";"       ."
"1700";"NAT9367  ";"2003JJ00";"       ."
"1701";"NAT9367  ";"2004JJ00";"       ."
"1702";"NAT9367  ";"2005JJ00";"       ."
"1703";"NAT9367  ";"2006JJ00";"       ."
"1704";"NAT9367  ";"2007JJ00";"       ."
"1705";"NAT9367  ";"2008JJ00";"       0"
"1706";"NAT9367  ";"2009JJ00";"      45"
"1707";"NAT9367  ";"2010JJ00";"      60"
"1708";"NAT9367  ";"2011JJ00";"      30"
"1709";"NAT9367  ";"2012JJ00";"      40"
"1710";"NAT9367  ";"2013JJ00";"      50"
"1711";"NAT9367  ";"2014JJ00";"      60"
"1712";"NAT9367  ";"2015JJ00";"     690"
"1713";"NAT9367  ";"2016JJ00";"     470"
"1714";"NAT9367  ";"2017JJ00";"      50"
"1715";"NAT9367  ";"2018JJ00";"      45"
"1716";"NAT9369  ";"1975JJ00";"       ."
"1717";"NAT9369  ";"1976JJ00";"       ."
"1718";"NAT9369  ";"1977JJ00";"       ."
"1719";"NAT9369  ";"1978JJ00";"       ."
"1720";"NAT9369  ";"1979JJ00";"       ."
"1721";"NAT9369  ";"1980JJ00";"       ."
"1722";"NAT9369  ";"1981JJ00";"       ."
"1723";"NAT9369  ";"1982JJ00";"       ."
"1724";"NAT9369  ";"1983JJ00";"       ."
"1725";"NAT9369  ";"1984JJ00";"       ."
"1726";"NAT9369  ";"1985JJ00";"       ."
"1727";"NAT9369  ";"1986JJ00";"       ."
"1728";"NAT9369  ";"1987JJ00";"       ."
"1729";"NAT9369  ";"1988JJ00";"       ."
"1730";"NAT9369  ";"1989JJ00";"       ."
"1731";"NAT9369  ";"1990JJ00";"       ."
"1732";"NAT9369  ";"1991JJ00";"       ."
"1733";"NAT9369  ";"1992JJ00";"       ."
"1734";"NAT9369  ";"1993JJ00";"       ."
"1735";"NAT9369  ";"1994JJ00";"       0"
"1736";"NAT9369  ";"1995JJ00";"       0"
"1737";"NAT9369  ";"1996JJ00";"       5"
"1738";"NAT9369  ";"1997JJ00";"       ."
"1739";"NAT9369  ";"1998JJ00";"       ."
"1740";"NAT9369  ";"1999JJ00";"       5"
"1741";"NAT9369  ";"2000JJ00";"     120"
"1742";"NAT9369  ";"2001JJ00";"      70"
"1743";"NAT9369  ";"2002JJ00";"      55"
"1744";"NAT9369  ";"2003JJ00";"      20"
"1745";"NAT9369  ";"2004JJ00";"      10"
"1746";"NAT9369  ";"2005JJ00";"      35"
"1747";"NAT9369  ";"2006JJ00";"      20"
"1748";"NAT9369  ";"2007JJ00";"       5"
"1749";"NAT9369  ";"2008JJ00";"       5"
"1750";"NAT9369  ";"2009JJ00";"      10"
"1751";"NAT9369  ";"2010JJ00";"      10"
"1752";"NAT9369  ";"2011JJ00";"      20"
"1753";"NAT9369  ";"2012JJ00";"      10"
"1754";"NAT9369  ";"2013JJ00";"       5"
"1755";"NAT9369  ";"2014JJ00";"      10"
"1756";"NAT9369  ";"2015JJ00";"      10"
"1757";"NAT9369  ";"2016JJ00";"      10"
"1758";"NAT9369  ";"2017JJ00";"      10"
"1759";"NAT9369  ";"2018JJ00";"      10"
"1760";"NAT9372  ";"1975JJ00";"       ."
"1761";"NAT9372  ";"1976JJ00";"       ."
"1762";"NAT9372  ";"1977JJ00";"       ."
"1763";"NAT9372  ";"1978JJ00";"       ."
"1764";"NAT9372  ";"1979JJ00";"       ."
"1765";"NAT9372  ";"1980JJ00";"       ."
"1766";"NAT9372  ";"1981JJ00";"       ."
"1767";"NAT9372  ";"1982JJ00";"       ."
"1768";"NAT9372  ";"1983JJ00";"       ."
"1769";"NAT9372  ";"1984JJ00";"       ."
"1770";"NAT9372  ";"1985JJ00";"       ."
"1771";"NAT9372  ";"1986JJ00";"       ."
"1772";"NAT9372  ";"1987JJ00";"       ."
"1773";"NAT9372  ";"1988JJ00";"       ."
"1774";"NAT9372  ";"1989JJ00";"       ."
"1775";"NAT9372  ";"1990JJ00";"       ."
"1776";"NAT9372  ";"1991JJ00";"       ."
"1777";"NAT9372  ";"1992JJ00";"      15"
"1778";"NAT9372  ";"1993JJ00";"      30"
"1779";"NAT9372  ";"1994JJ00";"      55"
"1780";"NAT9372  ";"1995JJ00";"      10"
"1781";"NAT9372  ";"1996JJ00";"      10"
"1782";"NAT9372  ";"1997JJ00";"       5"
"1783";"NAT9372  ";"1998JJ00";"       5"
"1784";"NAT9372  ";"1999JJ00";"      10"
"1785";"NAT9372  ";"2000JJ00";"       ."
"1786";"NAT9372  ";"2001JJ00";"       ."
"1787";"NAT9372  ";"2002JJ00";"       ."
"1788";"NAT9372  ";"2003JJ00";"       ."
"1789";"NAT9372  ";"2004JJ00";"       ."
"1790";"NAT9372  ";"2005JJ00";"       ."
"1791";"NAT9372  ";"2006JJ00";"       ."
"1792";"NAT9372  ";"2007JJ00";"       ."
"1793";"NAT9372  ";"2008JJ00";"       5"
"1794";"NAT9372  ";"2009JJ00";"       ."
"1795";"NAT9372  ";"2010JJ00";"       ."
"1796";"NAT9372  ";"2011JJ00";"       0"
"1797";"NAT9372  ";"2012JJ00";"       0"
"1798";"NAT9372  ";"2013JJ00";"       ."
"1799";"NAT9372  ";"2014JJ00";"       0"
"1800";"NAT9372  ";"2015JJ00";"       0"
"1801";"NAT9372  ";"2016JJ00";"       0"
"1802";"NAT9372  ";"2017JJ00";"       5"
"1803";"NAT9372  ";"2018JJ00";"       5"
"1804";"NAT9373  ";"1975JJ00";"       ."
"1805";"NAT9373  ";"1976JJ00";"       ."
"1806";"NAT9373  ";"1977JJ00";"       ."
"1807";"NAT9373  ";"1978JJ00";"       ."
"1808";"NAT9373  ";"1979JJ00";"       ."
"1809";"NAT9373  ";"1980JJ00";"       ."
"1810";"NAT9373  ";"1981JJ00";"       ."
"1811";"NAT9373  ";"1982JJ00";"      15"
"1812";"NAT9373  ";"1983JJ00";"      30"
"1813";"NAT9373  ";"1984JJ00";"      35"
"1814";"NAT9373  ";"1985JJ00";"      60"
"1815";"NAT9373  ";"1986JJ00";"     175"
"1816";"NAT9373  ";"1987JJ00";"     410"
"1817";"NAT9373  ";"1988JJ00";"     240"
"1818";"NAT9373  ";"1989JJ00";"    1105"
"1819";"NAT9373  ";"1990JJ00";"    1195"
"1820";"NAT9373  ";"1991JJ00";"     215"
"1821";"NAT9373  ";"1992JJ00";"     255"
"1822";"NAT9373  ";"1993JJ00";"     350"
"1823";"NAT9373  ";"1994JJ00";"     350"
"1824";"NAT9373  ";"1995JJ00";"     135"
"1825";"NAT9373  ";"1996JJ00";"     125"
"1826";"NAT9373  ";"1997JJ00";"     140"
"1827";"NAT9373  ";"1998JJ00";"     160"
"1828";"NAT9373  ";"1999JJ00";"     125"
"1829";"NAT9373  ";"2000JJ00";"     135"
"1830";"NAT9373  ";"2001JJ00";"      85"
"1831";"NAT9373  ";"2002JJ00";"      80"
"1832";"NAT9373  ";"2003JJ00";"      35"
"1833";"NAT9373  ";"2004JJ00";"      30"
"1834";"NAT9373  ";"2005JJ00";"      30"
"1835";"NAT9373  ";"2006JJ00";"      75"
"1836";"NAT9373  ";"2007JJ00";"      20"
"1837";"NAT9373  ";"2008JJ00";"      25"
"1838";"NAT9373  ";"2009JJ00";"      15"
"1839";"NAT9373  ";"2010JJ00";"      10"
"1840";"NAT9373  ";"2011JJ00";"      10"
"1841";"NAT9373  ";"2012JJ00";"      15"
"1842";"NAT9373  ";"2013JJ00";"      20"
"1843";"NAT9373  ";"2014JJ00";"      45"
"1844";"NAT9373  ";"2015JJ00";"      95"
"1845";"NAT9373  ";"2016JJ00";"      75"
"1846";"NAT9373  ";"2017JJ00";"      95"
"1847";"NAT9373  ";"2018JJ00";"     100"
"1848";"NAT9374  ";"1975JJ00";"       ."
"1849";"NAT9374  ";"1976JJ00";"       ."
"1850";"NAT9374  ";"1977JJ00";"       ."
"1851";"NAT9374  ";"1978JJ00";"       ."
"1852";"NAT9374  ";"1979JJ00";"       ."
"1853";"NAT9374  ";"1980JJ00";"       ."
"1854";"NAT9374  ";"1981JJ00";"       ."
"1855";"NAT9374  ";"1982JJ00";"       ."
"1856";"NAT9374  ";"1983JJ00";"       ."
"1857";"NAT9374  ";"1984JJ00";"       ."
"1858";"NAT9374  ";"1985JJ00";"       ."
"1859";"NAT9374  ";"1986JJ00";"      10"
"1860";"NAT9374  ";"1987JJ00";"      25"
"1861";"NAT9374  ";"1988JJ00";"      20"
"1862";"NAT9374  ";"1989JJ00";"      15"
"1863";"NAT9374  ";"1990JJ00";"     165"
"1864";"NAT9374  ";"1991JJ00";"     335"
"1865";"NAT9374  ";"1992JJ00";"     340"
"1866";"NAT9374  ";"1993JJ00";"     700"
"1867";"NAT9374  ";"1994JJ00";"     410"
"1868";"NAT9374  ";"1995JJ00";"     345"
"1869";"NAT9374  ";"1996JJ00";"     635"
"1870";"NAT9374  ";"1997JJ00";"     470"
"1871";"NAT9374  ";"1998JJ00";"     195"
"1872";"NAT9374  ";"1999JJ00";"     175"
"1873";"NAT9374  ";"2000JJ00";"     240"
"1874";"NAT9374  ";"2001JJ00";"     165"
"1875";"NAT9374  ";"2002JJ00";"     290"
"1876";"NAT9374  ";"2003JJ00";"     440"
"1877";"NAT9374  ";"2004JJ00";"     140"
"1878";"NAT9374  ";"2005JJ00";"     180"
"1879";"NAT9374  ";"2006JJ00";"      80"
"1880";"NAT9374  ";"2007JJ00";"      95"
"1881";"NAT9374  ";"2008JJ00";"      45"
"1882";"NAT9374  ";"2009JJ00";"      40"
"1883";"NAT9374  ";"2010JJ00";"      35"
"1884";"NAT9374  ";"2011JJ00";"      20"
"1885";"NAT9374  ";"2012JJ00";"      20"
"1886";"NAT9374  ";"2013JJ00";"      15"
"1887";"NAT9374  ";"2014JJ00";"      20"
"1888";"NAT9374  ";"2015JJ00";"      15"
"1889";"NAT9374  ";"2016JJ00";"      15"
"1890";"NAT9374  ";"2017JJ00";"      20"
"1891";"NAT9374  ";"2018JJ00";"      35"
"1892";"NAT9375  ";"1975JJ00";"       ."
"1893";"NAT9375  ";"1976JJ00";"       ."
"1894";"NAT9375  ";"1977JJ00";"       ."
"1895";"NAT9375  ";"1978JJ00";"       ."
"1896";"NAT9375  ";"1979JJ00";"       ."
"1897";"NAT9375  ";"1980JJ00";"       ."
"1898";"NAT9375  ";"1981JJ00";"       ."
"1899";"NAT9375  ";"1982JJ00";"       ."
"1900";"NAT9375  ";"1983JJ00";"       ."
"1901";"NAT9375  ";"1984JJ00";"       ."
"1902";"NAT9375  ";"1985JJ00";"       ."
"1903";"NAT9375  ";"1986JJ00";"       ."
"1904";"NAT9375  ";"1987JJ00";"      10"
"1905";"NAT9375  ";"1988JJ00";"       ."
"1906";"NAT9375  ";"1989JJ00";"      10"
"1907";"NAT9375  ";"1990JJ00";"      10"
"1908";"NAT9375  ";"1991JJ00";"      10"
"1909";"NAT9375  ";"1992JJ00";"      20"
"1910";"NAT9375  ";"1993JJ00";"      15"
"1911";"NAT9375  ";"1994JJ00";"      55"
"1912";"NAT9375  ";"1995JJ00";"      35"
"1913";"NAT9375  ";"1996JJ00";"      60"
"1914";"NAT9375  ";"1997JJ00";"      80"
"1915";"NAT9375  ";"1998JJ00";"     130"
"1916";"NAT9375  ";"1999JJ00";"     100"
"1917";"NAT9375  ";"2000JJ00";"      85"
"1918";"NAT9375  ";"2001JJ00";"      65"
"1919";"NAT9375  ";"2002JJ00";"      60"
"1920";"NAT9375  ";"2003JJ00";"      70"
"1921";"NAT9375  ";"2004JJ00";"      25"
"1922";"NAT9375  ";"2005JJ00";"      55"
"1923";"NAT9375  ";"2006JJ00";"      35"
"1924";"NAT9375  ";"2007JJ00";"      45"
"1925";"NAT9375  ";"2008JJ00";"      80"
"1926";"NAT9375  ";"2009JJ00";"     115"
"1927";"NAT9375  ";"2010JJ00";"     175"
"1928";"NAT9375  ";"2011JJ00";"     150"
"1929";"NAT9375  ";"2012JJ00";"     110"
"1930";"NAT9375  ";"2013JJ00";"     170"
"1931";"NAT9375  ";"2014JJ00";"     160"
"1932";"NAT9375  ";"2015JJ00";"     105"
"1933";"NAT9375  ";"2016JJ00";"     370"
"1934";"NAT9375  ";"2017JJ00";"     390"
"1935";"NAT9375  ";"2018JJ00";"     525"
"1936";"NAT9377  ";"1975JJ00";"       ."
"1937";"NAT9377  ";"1976JJ00";"       ."
"1938";"NAT9377  ";"1977JJ00";"       ."
"1939";"NAT9377  ";"1978JJ00";"       ."
"1940";"NAT9377  ";"1979JJ00";"       ."
"1941";"NAT9377  ";"1980JJ00";"       ."
"1942";"NAT9377  ";"1981JJ00";"       ."
"1943";"NAT9377  ";"1982JJ00";"       ."
"1944";"NAT9377  ";"1983JJ00";"       ."
"1945";"NAT9377  ";"1984JJ00";"       ."
"1946";"NAT9377  ";"1985JJ00";"       ."
"1947";"NAT9377  ";"1986JJ00";"       ."
"1948";"NAT9377  ";"1987JJ00";"       ."
"1949";"NAT9377  ";"1988JJ00";"       ."
"1950";"NAT9377  ";"1989JJ00";"       ."
"1951";"NAT9377  ";"1990JJ00";"       ."
"1952";"NAT9377  ";"1991JJ00";"       ."
"1953";"NAT9377  ";"1992JJ00";"      15"
"1954";"NAT9377  ";"1993JJ00";"      45"
"1955";"NAT9377  ";"1994JJ00";"      65"
"1956";"NAT9377  ";"1995JJ00";"      20"
"1957";"NAT9377  ";"1996JJ00";"      10"
"1958";"NAT9377  ";"1997JJ00";"      15"
"1959";"NAT9377  ";"1998JJ00";"      10"
"1960";"NAT9377  ";"1999JJ00";"      10"
"1961";"NAT9377  ";"2000JJ00";"       ."
"1962";"NAT9377  ";"2001JJ00";"       ."
"1963";"NAT9377  ";"2002JJ00";"       ."
"1964";"NAT9377  ";"2003JJ00";"       ."
"1965";"NAT9377  ";"2004JJ00";"       ."
"1966";"NAT9377  ";"2005JJ00";"       ."
"1967";"NAT9377  ";"2006JJ00";"       ."
"1968";"NAT9377  ";"2007JJ00";"       ."
"1969";"NAT9377  ";"2008JJ00";"       0"
"1970";"NAT9377  ";"2009JJ00";"       0"
"1971";"NAT9377  ";"2010JJ00";"       5"
"1972";"NAT9377  ";"2011JJ00";"       ."
"1973";"NAT9377  ";"2012JJ00";"       5"
"1974";"NAT9377  ";"2013JJ00";"       ."
"1975";"NAT9377  ";"2014JJ00";"       5"
"1976";"NAT9377  ";"2015JJ00";"       ."
"1977";"NAT9377  ";"2016JJ00";"       0"
"1978";"NAT9377  ";"2017JJ00";"       0"
"1979";"NAT9377  ";"2018JJ00";"       ."
"1980";"NAT9379  ";"1975JJ00";"       ."
"1981";"NAT9379  ";"1976JJ00";"       ."
"1982";"NAT9379  ";"1977JJ00";"       ."
"1983";"NAT9379  ";"1978JJ00";"       ."
"1984";"NAT9379  ";"1979JJ00";"       ."
"1985";"NAT9379  ";"1980JJ00";"       ."
"1986";"NAT9379  ";"1981JJ00";"       ."
"1987";"NAT9379  ";"1982JJ00";"       ."
"1988";"NAT9379  ";"1983JJ00";"       ."
"1989";"NAT9379  ";"1984JJ00";"       ."
"1990";"NAT9379  ";"1985JJ00";"       ."
"1991";"NAT9379  ";"1986JJ00";"       ."
"1992";"NAT9379  ";"1987JJ00";"       ."
"1993";"NAT9379  ";"1988JJ00";"       ."
"1994";"NAT9379  ";"1989JJ00";"       ."
"1995";"NAT9379  ";"1990JJ00";"       ."
"1996";"NAT9379  ";"1991JJ00";"       ."
"1997";"NAT9379  ";"1992JJ00";"       ."
"1998";"NAT9379  ";"1993JJ00";"     215"
"1999";"NAT9379  ";"1994JJ00";"     360"
"2000";"NAT9379  ";"1995JJ00";"     145"
"2001";"NAT9379  ";"1996JJ00";"     110"
"2002";"NAT9379  ";"1997JJ00";"      95"
"2003";"NAT9379  ";"1998JJ00";"     115"
"2004";"NAT9379  ";"1999JJ00";"      80"
"2005";"NAT9379  ";"2000JJ00";"      60"
"2006";"NAT9379  ";"2001JJ00";"     185"
"2007";"NAT9379  ";"2002JJ00";"      80"
"2008";"NAT9379  ";"2003JJ00";"      30"
"2009";"NAT9379  ";"2004JJ00";"      30"
"2010";"NAT9379  ";"2005JJ00";"      15"
"2011";"NAT9379  ";"2006JJ00";"      25"
"2012";"NAT9379  ";"2007JJ00";"      10"
"2013";"NAT9379  ";"2008JJ00";"       5"
"2014";"NAT9379  ";"2009JJ00";"      15"
"2015";"NAT9379  ";"2010JJ00";"     390"
"2016";"NAT9379  ";"2011JJ00";"     265"
"2017";"NAT9379  ";"2012JJ00";"      60"
"2018";"NAT9379  ";"2013JJ00";"     100"
"2019";"NAT9379  ";"2014JJ00";"     120"
"2020";"NAT9379  ";"2015JJ00";"     110"
"2021";"NAT9379  ";"2016JJ00";"     435"
"2022";"NAT9379  ";"2017JJ00";"     120"
"2023";"NAT9379  ";"2018JJ00";"     105"
"2024";"NAT9384  ";"1975JJ00";"       ."
"2025";"NAT9384  ";"1976JJ00";"       ."
"2026";"NAT9384  ";"1977JJ00";"       ."
"2027";"NAT9384  ";"1978JJ00";"       ."
"2028";"NAT9384  ";"1979JJ00";"       ."
"2029";"NAT9384  ";"1980JJ00";"       ."
"2030";"NAT9384  ";"1981JJ00";"       ."
"2031";"NAT9384  ";"1982JJ00";"       ."
"2032";"NAT9384  ";"1983JJ00";"       ."
"2033";"NAT9384  ";"1984JJ00";"       ."
"2034";"NAT9384  ";"1985JJ00";"       ."
"2035";"NAT9384  ";"1986JJ00";"       ."
"2036";"NAT9384  ";"1987JJ00";"      10"
"2037";"NAT9384  ";"1988JJ00";"       5"
"2038";"NAT9384  ";"1989JJ00";"       5"
"2039";"NAT9384  ";"1990JJ00";"       5"
"2040";"NAT9384  ";"1991JJ00";"      15"
"2041";"NAT9384  ";"1992JJ00";"      10"
"2042";"NAT9384  ";"1993JJ00";"       0"
"2043";"NAT9384  ";"1994JJ00";"      20"
"2044";"NAT9384  ";"1995JJ00";"      10"
"2045";"NAT9384  ";"1996JJ00";"       5"
"2046";"NAT9384  ";"1997JJ00";"       5"
"2047";"NAT9384  ";"1998JJ00";"       5"
"2048";"NAT9384  ";"1999JJ00";"       5"
"2049";"NAT9384  ";"2000JJ00";"      10"
"2050";"NAT9384  ";"2001JJ00";"      20"
"2051";"NAT9384  ";"2002JJ00";"      10"
"2052";"NAT9384  ";"2003JJ00";"       0"
"2053";"NAT9384  ";"2004JJ00";"       0"
"2054";"NAT9384  ";"2005JJ00";"       0"
"2055";"NAT9384  ";"2006JJ00";"       0"
"2056";"NAT9384  ";"2007JJ00";"       0"
"2057";"NAT9384  ";"2008JJ00";"       5"
"2058";"NAT9384  ";"2009JJ00";"       5"
"2059";"NAT9384  ";"2010JJ00";"      25"
"2060";"NAT9384  ";"2011JJ00";"      15"
"2061";"NAT9384  ";"2012JJ00";"      40"
"2062";"NAT9384  ";"2013JJ00";"      60"
"2063";"NAT9384  ";"2014JJ00";"      45"
"2064";"NAT9384  ";"2015JJ00";"      20"
"2065";"NAT9384  ";"2016JJ00";"      30"
"2066";"NAT9384  ";"2017JJ00";"      65"
"2067";"NAT9384  ";"2018JJ00";"      45"
"2068";"NAT9387  ";"1975JJ00";"       ."
"2069";"NAT9387  ";"1976JJ00";"       ."
"2070";"NAT9387  ";"1977JJ00";"       ."
"2071";"NAT9387  ";"1978JJ00";"       ."
"2072";"NAT9387  ";"1979JJ00";"       ."
"2073";"NAT9387  ";"1980JJ00";"      15"
"2074";"NAT9387  ";"1981JJ00";"       ."
"2075";"NAT9387  ";"1982JJ00";"      10"
"2076";"NAT9387  ";"1983JJ00";"       ."
"2077";"NAT9387  ";"1984JJ00";"      25"
"2078";"NAT9387  ";"1985JJ00";"      15"
"2079";"NAT9387  ";"1986JJ00";"      25"
"2080";"NAT9387  ";"1987JJ00";"      30"
"2081";"NAT9387  ";"1988JJ00";"      45"
"2082";"NAT9387  ";"1989JJ00";"      50"
"2083";"NAT9387  ";"1990JJ00";"      55"
"2084";"NAT9387  ";"1991JJ00";"      95"
"2085";"NAT9387  ";"1992JJ00";"      70"
"2086";"NAT9387  ";"1993JJ00";"      40"
"2087";"NAT9387  ";"1994JJ00";"      70"
"2088";"NAT9387  ";"1995JJ00";"      60"
"2089";"NAT9387  ";"1996JJ00";"      70"
"2090";"NAT9387  ";"1997JJ00";"      35"
"2091";"NAT9387  ";"1998JJ00";"      50"
"2092";"NAT9387  ";"1999JJ00";"      50"
"2093";"NAT9387  ";"2000JJ00";"      35"
"2094";"NAT9387  ";"2001JJ00";"      35"
"2095";"NAT9387  ";"2002JJ00";"      30"
"2096";"NAT9387  ";"2003JJ00";"      40"
"2097";"NAT9387  ";"2004JJ00";"      30"
"2098";"NAT9387  ";"2005JJ00";"      25"
"2099";"NAT9387  ";"2006JJ00";"      20"
"2100";"NAT9387  ";"2007JJ00";"      10"
"2101";"NAT9387  ";"2008JJ00";"      20"
"2102";"NAT9387  ";"2009JJ00";"      25"
"2103";"NAT9387  ";"2010JJ00";"      30"
"2104";"NAT9387  ";"2011JJ00";"      25"
"2105";"NAT9387  ";"2012JJ00";"      30"
"2106";"NAT9387  ";"2013JJ00";"      70"
"2107";"NAT9387  ";"2014JJ00";"      70"
"2108";"NAT9387  ";"2015JJ00";"     100"
"2109";"NAT9387  ";"2016JJ00";"    1285"
"2110";"NAT9387  ";"2017JJ00";"    1020"
"2111";"NAT9387  ";"2018JJ00";"    1165"
"2112";"NAT9388  ";"1975JJ00";"       ."
"2113";"NAT9388  ";"1976JJ00";"       ."
"2114";"NAT9388  ";"1977JJ00";"       ."
"2115";"NAT9388  ";"1978JJ00";"       ."
"2116";"NAT9388  ";"1979JJ00";"       ."
"2117";"NAT9388  ";"1980JJ00";"       ."
"2118";"NAT9388  ";"1981JJ00";"       ."
"2119";"NAT9388  ";"1982JJ00";"       ."
"2120";"NAT9388  ";"1983JJ00";"       ."
"2121";"NAT9388  ";"1984JJ00";"       ."
"2122";"NAT9388  ";"1985JJ00";"       ."
"2123";"NAT9388  ";"1986JJ00";"       ."
"2124";"NAT9388  ";"1987JJ00";"       ."
"2125";"NAT9388  ";"1988JJ00";"       ."
"2126";"NAT9388  ";"1989JJ00";"       ."
"2127";"NAT9388  ";"1990JJ00";"      15"
"2128";"NAT9388  ";"1991JJ00";"      25"
"2129";"NAT9388  ";"1992JJ00";"      20"
"2130";"NAT9388  ";"1993JJ00";"      95"
"2131";"NAT9388  ";"1994JJ00";"     105"
"2132";"NAT9388  ";"1995JJ00";"      50"
"2133";"NAT9388  ";"1996JJ00";"      50"
"2134";"NAT9388  ";"1997JJ00";"      65"
"2135";"NAT9388  ";"1998JJ00";"     120"
"2136";"NAT9388  ";"1999JJ00";"      85"
"2137";"NAT9388  ";"2000JJ00";"      80"
"2138";"NAT9388  ";"2001JJ00";"      75"
"2139";"NAT9388  ";"2002JJ00";"      40"
"2140";"NAT9388  ";"2003JJ00";"      20"
"2141";"NAT9388  ";"2004JJ00";"      10"
"2142";"NAT9388  ";"2005JJ00";"       5"
"2143";"NAT9388  ";"2006JJ00";"      10"
"2144";"NAT9388  ";"2007JJ00";"       0"
"2145";"NAT9388  ";"2008JJ00";"       5"
"2146";"NAT9388  ";"2009JJ00";"       5"
"2147";"NAT9388  ";"2010JJ00";"       5"
"2148";"NAT9388  ";"2011JJ00";"       5"
"2149";"NAT9388  ";"2012JJ00";"       5"
"2150";"NAT9388  ";"2013JJ00";"       5"
"2151";"NAT9388  ";"2014JJ00";"       5"
"2152";"NAT9388  ";"2015JJ00";"       5"
"2153";"NAT9388  ";"2016JJ00";"      10"
"2154";"NAT9388  ";"2017JJ00";"      20"
"2155";"NAT9388  ";"2018JJ00";"      15"
"2156";"NAT9391  ";"1975JJ00";"       ."
"2157";"NAT9391  ";"1976JJ00";"       ."
"2158";"NAT9391  ";"1977JJ00";"       ."
"2159";"NAT9391  ";"1978JJ00";"       ."
"2160";"NAT9391  ";"1979JJ00";"       ."
"2161";"NAT9391  ";"1980JJ00";"       ."
"2162";"NAT9391  ";"1981JJ00";"       ."
"2163";"NAT9391  ";"1982JJ00";"       ."
"2164";"NAT9391  ";"1983JJ00";"       ."
"2165";"NAT9391  ";"1984JJ00";"       ."
"2166";"NAT9391  ";"1985JJ00";"       ."
"2167";"NAT9391  ";"1986JJ00";"       ."
"2168";"NAT9391  ";"1987JJ00";"       ."
"2169";"NAT9391  ";"1988JJ00";"       ."
"2170";"NAT9391  ";"1989JJ00";"       ."
"2171";"NAT9391  ";"1990JJ00";"       ."
"2172";"NAT9391  ";"1991JJ00";"       ."
